data	type	q	k	i	l	Tani	Fmeasure	filesizeA	filesizeB	meanentropy	meanengrams	sdgrams	skew	ginicoefficient	ginicoefficientqgrams	errorestimation	hammingweight	uniqueness	sduniqueness	meanmissing	missingamount	uniquepatternsA	uniquepatternsB	m	u
NC Voter	CLK	1	20	1	500	0.9	0.8867408720062	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	217.19757	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	21	1	500	0.9	0.884229084770061	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	226.6162	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	22	1	500	0.9	0.879161258637343	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	232.77931	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	23	1	500	0.9	0.876525238286528	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	243.91645	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	24	1	500	0.9	0.873141436494227	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	253.22221	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	25	1	500	0.9	0.874211248068357	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	254.33271	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	26	1	500	0.9	0.866598171376676	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	261.44989	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	27	1	500	0.9	0.867323714980423	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	270.14901	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	28	1	500	0.9	0.859417000538596	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	281.72214	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	29	1	500	0.9	0.858752739080738	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	283.55911	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	30	1	500	0.9	0.839667241440944	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	286.92544	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	31	1	500	0.9	0.848600028887172	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	297.79624	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	32	1	500	0.9	0.824848426055178	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	300.11354	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	33	1	500	0.9	0.842863421770394	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	307.4219	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	34	1	500	0.9	0.832917002881844	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	310.24861	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	35	1	500	0.9	0.805837775782377	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	318.41807	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	36	1	500	0.9	0.798096667624246	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	325.76343	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	37	1	500	0.9	0.797337455717959	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	326.55659	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	38	1	500	0.9	0.785649780370625	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	333.3532	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	39	1	500	0.9	0.749650428178477	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	337.12392	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	1	40	1	500	0.9	0.754381645616413	50000	50000	0.926136475743639	17.43308	2.24239654843777	1.02127005065707	0.627814020064006	0.502477460566875	72.0963855421687	336.52339	0.791403105106708	0.0825537901316785	0	0	49768	49752	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	1	1	500	0.9	0.929082458076208	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	13.21052	0.985793529508212	0.0300984860337423	0	0	49880	49873	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	2	1	500	0.9	0.928419145573245	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	26.1164	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	3	1	500	0.9	0.928291676860697	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	38.74279	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	4	1	500	0.9	0.928713383775852	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	50.58116	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	5	1	500	0.9	0.92681210402539	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	62.60119	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	6	1	500	0.9	0.928271769486094	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	73.89276	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	7	1	500	0.9	0.927990034305317	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	85.41337	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	8	1	500	0.9	0.927278927511077	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	96.83252	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	9	1	500	0.9	0.927033886861314	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	106.61134	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	10	1	500	0.9	0.927287443356835	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	116.89689	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	11	1	500	0.9	0.927118388545633	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	126.95777	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	12	1	500	0.9	0.927593851348268	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	136.26185	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	13	1	500	0.9	0.925884727214888	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	147.84038	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	14	1	500	0.9	0.925353006736069	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	156.13886	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	15	1	500	0.9	0.926161384447674	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	165.19564	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	16	1	500	0.9	0.925205202901836	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	173.10402	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	17	1	500	0.9	0.924418513311938	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	181.98259	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	18	1	500	0.9	0.923672671927847	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	189.86398	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	19	1	500	0.9	0.924779524766788	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	199.3378	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	20	1	500	0.9	0.923982955016677	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	207.2013	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	21	1	500	0.9	0.923707874288543	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	213.97224	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	22	1	500	0.9	0.923319775407075	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	220.96892	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	23	1	500	0.9	0.922625739910314	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	227.9993	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	24	1	500	0.9	0.922765712364989	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	235.38214	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	25	1	500	0.9	0.921938260791809	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	242.19773	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	26	1	500	0.9	0.921892040693394	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	249.58375	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	27	1	500	0.9	0.920555567216614	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	255.40357	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	28	1	500	0.9	0.920320776472678	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	262.45103	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	29	1	500	0.9	0.919851646637009	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	268.96791	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	30	1	500	0.9	0.919835307386112	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	274.38474	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	31	1	500	0.9	0.919132797116466	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	281.31303	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	32	1	500	0.9	0.919297853444667	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	286.37745	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	33	1	500	0.9	0.919758631808471	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	289.16404	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	34	1	500	0.9	0.917724518787296	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	297.37739	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	35	1	500	0.9	0.917787019056558	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	303.053	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	36	1	500	0.9	0.919399704306367	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	307.52855	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	37	1	500	0.9	0.918362167844369	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	311.15966	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	38	1	500	0.9	0.916598444579069	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	317.77777	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	39	1	500	0.9	0.916300227449624	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	321.6663	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	2	40	1	500	0.9	0.916023049911566	50000	50000	0.926136475743639	17.43308	2.24239654843777	11.3635016202664	0.627814020064006	0.773359813723443	1186.5	325.79212	0.985793529508212	0.0300984860337423	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	1	1	500	0.9	0.92811523379555	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	10.33518	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	2	1	500	0.9	0.928020457487734	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	20.45295	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	3	1	500	0.9	0.927777774398673	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	30.26315	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	4	1	500	0.9	0.928213679601807	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	40.02887	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	5	1	500	0.9	0.928000307309544	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	49.55095	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	6	1	500	0.9	0.928085926164908	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	58.81086	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	7	1	500	0.9	0.927939856691934	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	67.87184	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	8	1	500	0.9	0.928084548806342	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	76.76154	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	9	1	500	0.9	0.927843460883179	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	85.50606	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	10	1	500	0.9	0.927706318648437	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	93.73128	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	11	1	500	0.9	0.927523580138972	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	102.58066	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	12	1	500	0.9	0.927774880294659	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	110.50315	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	13	1	500	0.9	0.927799748912568	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	118.15957	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	14	1	500	0.9	0.927938873239437	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	125.7634	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	15	1	500	0.9	0.927787173343145	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	133.70279	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	16	1	500	0.9	0.927354227135863	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	141.39475	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	17	1	500	0.9	0.927503368038797	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	147.94881	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	18	1	500	0.9	0.927366385686067	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	155.56285	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
NC Voter	CLK	3	19	1	500	0.9	0.927602044315726	50000	50000	0.926136475743639	17.43308	2.24239654843777	17.3023816215303	0.627814020064006	0.833998639862021	171	163.19026	0.998585061461962	0.0101145000361347	0	0	49881	49874	3.87502497529227e-05	0.999961249750247
