"data"	"variant"	"q"	"k"	"l"	"Tani"	"filesizea"	"filesizeb"	"realpositives"	"tp"	"fp"	"tn"	"fn"	"recall"	"precision"	"Fmeasure"	"RMSE"
"FEBRL WA"	"Optimal Parameter choice (BIC)"	"1"	"18"	"500"	"0.85"	"100000"	"100000"	"100000"	"65481"	"33944"	"34519"	"9999866056"	"0.65481"	"0.658596932361076"	"0.656703466180538"	"11.9654465302929"
"FEBRL WA"	"Optimal Parameter choice (BIC)"	"1"	"18"	"500"	"0.8"	"100000"	"100000"	"100000"	"67973"	"268155"	"32027"	"9999631845"	"0.67973"	"0.202223557692308"	"0.440976778846154"	"11.9654465302929"
"FEBRL WA"	"50%-Rule Parameter choice"	"2"	"20"	"500"	"1"	"100000"	"100000"	"100000"	"51969"	"0"	"48031"	"9999900000"	"0.51969"	"1"	"0.759845"	"11.9654465302929"
"FEBRL WA"	"50%-Rule Parameter choice"	"2"	"20"	"500"	"0.95"	"100000"	"100000"	"100000"	"54138"	"0"	"45862"	"9999900000"	"0.54138"	"1"	"0.77069"	"11.9654465302929"
"FEBRL WA"	"50%-Rule Parameter choice"	"2"	"20"	"500"	"0.9"	"100000"	"100000"	"100000"	"59603"	"4"	"40397"	"9999899996"	"0.59603"	"0.999932893787642"	"0.797981446893821"	"11.9654465302929"
"FEBRL WA"	"50%-Rule Parameter choice"	"2"	"20"	"500"	"0.85"	"100000"	"100000"	"100000"	"63033"	"27"	"36967"	"9999899973"	"0.63033"	"0.999571836346337"	"0.814950918173168"	"11.9654465302929"
"FEBRL WA"	"50%-Rule Parameter choice"	"2"	"20"	"500"	"0.8"	"100000"	"100000"	"100000"	"66305"	"220"	"33695"	"9999899780"	"0.66305"	"0.996692972566704"	"0.829871486283352"	"11.9654465302929"
"FEBRL WA"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"1"	"100000"	"100000"	"100000"	"54500"	"74"	"45500"	"9999899926"	"0.545"	"0.998644042950856"	"0.771822021475428"	"0.270004038352461"
"FEBRL WA"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.95"	"100000"	"100000"	"100000"	"55009"	"97"	"44991"	"9999899903"	"0.55009"	"0.998239756106413"	"0.774164878053207"	"0.270004038352461"
"FEBRL WA"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.9"	"100000"	"100000"	"100000"	"60792"	"1092"	"39208"	"9999898908"	"0.60792"	"0.982354081830522"	"0.795137040915261"	"0.270004038352461"
"FEBRL WA"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.85"	"100000"	"100000"	"100000"	"63979"	"5819"	"36021"	"9999894181"	"0.63979"	"0.916630849021462"	"0.778210424510731"	"0.270004038352461"
"FEBRL WA"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.8"	"100000"	"100000"	"100000"	"65341"	"26081"	"34659"	"9999873919"	"0.65341"	"0.714718557896349"	"0.684064278948174"	"0.270004038352461"
"FEBRL WA"	"Optimal Parameter choice (RF)"	"1"	"29"	"500"	"1"	"100000"	"100000"	"100000"	"54426"	"68"	"45574"	"9999899932"	"0.54426"	"0.998752156200683"	"0.771506078100341"	"0.135905411171667"
"FEBRL WA"	"Optimal Parameter choice (RF)"	"1"	"29"	"500"	"0.95"	"100000"	"100000"	"100000"	"59777"	"806"	"40223"	"9999899194"	"0.59777"	"0.986695937804335"	"0.792232968902167"	"0.135905411171667"
"FEBRL WA"	"Optimal Parameter choice (RF)"	"1"	"29"	"500"	"0.9"	"100000"	"100000"	"100000"	"64365"	"12233"	"35635"	"9999887767"	"0.64365"	"0.840296091281757"	"0.741973045640878"	"0.135905411171667"
"FEBRL WA"	"Optimal Parameter choice (RF)"	"1"	"29"	"500"	"0.85"	"100000"	"100000"	"100000"	"67079"	"178597"	"32921"	"9999721403"	"0.67079"	"0.273038473436559"	"0.471914236718279"	"0.135905411171667"
"FEBRL WA"	"Optimal Parameter choice (RF)"	"1"	"29"	"500"	"0.8"	"100000"	"100000"	"100000"	"72356"	"2251816"	"27644"	"9997648184"	"0.72356"	"0.0311319472052843"	"0.377345973602642"	"0.135905411171667"
"FEBRL WA"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"1"	"100000"	"100000"	"100000"	"51969"	"0"	"48031"	"9999900000"	"0.51969"	"1"	"0.759845"	"0.211918836426325"
"FEBRL WA"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.95"	"100000"	"100000"	"100000"	"55252"	"0"	"44748"	"9999900000"	"0.55252"	"1"	"0.77626"	"0.211918836426325"
"FEBRL WA"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.9"	"100000"	"100000"	"100000"	"61312"	"9"	"38688"	"9999899991"	"0.61312"	"0.999853231356305"	"0.806486615678153"	"0.211918836426325"
"FEBRL WA"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.85"	"100000"	"100000"	"100000"	"64724"	"129"	"35276"	"9999899871"	"0.64724"	"0.998010886157926"	"0.822625443078963"	"0.211918836426325"
"FEBRL WA"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.8"	"100000"	"100000"	"100000"	"70278"	"1779"	"29722"	"9999898221"	"0.70278"	"0.9753112119572"	"0.8390456059786"	"0.211918836426325"
"Mortality Test Data"	"Standard CLK k = 5"	"2"	"5"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	NA
"Mortality Test Data"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.95"	"14003"	"7635"	"6592"	"5015"	"11"	"1577"	"106906302"	"0.760770631067961"	"0.997811380819737"	"0.879291005943849"	NA
"Mortality Test Data"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.9"	"14003"	"7635"	"6592"	"5090"	"14"	"1502"	"106906299"	"0.772148058252427"	"0.997257053291536"	"0.884702555771982"	NA
"Mortality Test Data"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.85"	"14003"	"7635"	"6592"	"5301"	"19"	"1291"	"106906294"	"0.804156553398058"	"0.996428571428571"	"0.900292562413315"	NA
"Mortality Test Data"	"Standard CLK k = 5"	"2"	"5"	"500"	"0.8"	"14003"	"7635"	"6592"	"5658"	"27"	"934"	"106906286"	"0.858313106796116"	"0.995250659630607"	"0.926781883213362"	NA
"Mortality Test Data"	"Standard CLK k = 10"	"2"	"10"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	NA
"Mortality Test Data"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.95"	"14003"	"7635"	"6592"	"5022"	"11"	"1570"	"106906302"	"0.761832524271845"	"0.997814424796344"	"0.879823474534094"	NA
"Mortality Test Data"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.9"	"14003"	"7635"	"6592"	"5132"	"15"	"1460"	"106906298"	"0.778519417475728"	"0.997085680979211"	"0.88780254922747"	NA
"Mortality Test Data"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.85"	"14003"	"7635"	"6592"	"5394"	"21"	"1198"	"106906292"	"0.818264563106796"	"0.99612188365651"	"0.907193223381653"	NA
"Mortality Test Data"	"Standard CLK k = 10"	"2"	"10"	"500"	"0.8"	"14003"	"7635"	"6592"	"5839"	"29"	"753"	"106906284"	"0.885770631067961"	"0.99505794137696"	"0.94041428622246"	NA
"Mortality Test Data"	"Standard CLK k = 15"	"2"	"15"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	NA
"Mortality Test Data"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.95"	"14003"	"7635"	"6592"	"5028"	"13"	"1564"	"106906300"	"0.762742718446602"	"0.997421146597897"	"0.88008193252225"	NA
"Mortality Test Data"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.9"	"14003"	"7635"	"6592"	"5157"	"17"	"1435"	"106906296"	"0.782311893203884"	"0.996714340935446"	"0.889513117069665"	NA
"Mortality Test Data"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.85"	"14003"	"7635"	"6592"	"5514"	"23"	"1078"	"106906290"	"0.836468446601942"	"0.995846126061044"	"0.916157286331493"	NA
"Mortality Test Data"	"Standard CLK k = 15"	"2"	"15"	"500"	"0.8"	"14003"	"7635"	"6592"	"6009"	"38"	"583"	"106906275"	"0.911559466019418"	"0.993715892177939"	"0.952637679098678"	NA
"Mortality Test Data"	"Optimal Parameter choice (LM)"	"4"	"27"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	"1920.66970274024"
"Mortality Test Data"	"Optimal Parameter choice (LM)"	"4"	"27"	"500"	"0.95"	"14003"	"7635"	"6592"	"5008"	"11"	"1584"	"106906302"	"0.759708737864078"	"0.997808328352261"	"0.87875853310817"	"1920.66970274024"
"Mortality Test Data"	"Optimal Parameter choice (LM)"	"4"	"27"	"500"	"0.9"	"14003"	"7635"	"6592"	"5049"	"12"	"1543"	"106906301"	"0.765928398058252"	"0.997628927089508"	"0.88177866257388"	"1920.66970274024"
"Mortality Test Data"	"Optimal Parameter choice (LM)"	"4"	"27"	"500"	"0.85"	"14003"	"7635"	"6592"	"5163"	"19"	"1429"	"106906294"	"0.783222087378641"	"0.99633346198379"	"0.889777774681215"	"1920.66970274024"
"Mortality Test Data"	"Optimal Parameter choice (LM)"	"4"	"27"	"500"	"0.8"	"14003"	"7635"	"6592"	"5390"	"25"	"1202"	"106906288"	"0.817657766990291"	"0.995383194829178"	"0.906520480909735"	"1920.66970274024"
"Mortality Test Data"	"Optimal Parameter choice (BIC)"	"4"	"40"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	"98.3141393862944"
"Mortality Test Data"	"Optimal Parameter choice (BIC)"	"4"	"40"	"500"	"0.95"	"14003"	"7635"	"6592"	"5016"	"11"	"1576"	"106906302"	"0.760922330097087"	"0.99781181619256"	"0.879367073144824"	"98.3141393862944"
"Mortality Test Data"	"Optimal Parameter choice (BIC)"	"4"	"40"	"500"	"0.9"	"14003"	"7635"	"6592"	"5097"	"13"	"1495"	"106906300"	"0.773209951456311"	"0.997455968688845"	"0.885332960072578"	"98.3141393862944"
"Mortality Test Data"	"Optimal Parameter choice (BIC)"	"4"	"40"	"500"	"0.85"	"14003"	"7635"	"6592"	"5319"	"88"	"1273"	"106906225"	"0.80688713592233"	"0.983724801183651"	"0.89530596855299"	"98.3141393862944"
"Mortality Test Data"	"Optimal Parameter choice (BIC)"	"4"	"40"	"500"	"0.8"	"14003"	"7635"	"6592"	"5732"	"566"	"860"	"106905747"	"0.869538834951456"	"0.910130200063512"	"0.889834517507484"	"98.3141393862944"
"Mortality Test Data"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	"98.3141393862944"
"Mortality Test Data"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.95"	"14003"	"7635"	"6592"	"5031"	"13"	"1561"	"106906300"	"0.763197815533981"	"0.997422680412371"	"0.880310247973176"	"98.3141393862944"
"Mortality Test Data"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.9"	"14003"	"7635"	"6592"	"5190"	"17"	"1402"	"106906296"	"0.787317961165049"	"0.996735164202036"	"0.892026562683542"	"98.3141393862944"
"Mortality Test Data"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.85"	"14003"	"7635"	"6592"	"5560"	"23"	"1032"	"106906290"	"0.843446601941748"	"0.995880351065735"	"0.919663476503741"	"98.3141393862944"
"Mortality Test Data"	"50%-Rule Parameter choice"	"2"	"17"	"500"	"0.8"	"14003"	"7635"	"6592"	"6071"	"43"	"521"	"106906270"	"0.920964805825243"	"0.992966961072947"	"0.956965883449095"	"98.3141393862944"
"Mortality Test Data"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"1"	"14003"	"7635"	"6592"	"5199"	"22"	"1393"	"106906291"	"0.788683252427185"	"0.99578624784524"	"0.892234750136212"	"0.258790794467163"
"Mortality Test Data"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.95"	"14003"	"7635"	"6592"	"5295"	"28"	"1297"	"106906285"	"0.803246359223301"	"0.994739808378734"	"0.898993083801017"	"0.258790794467163"
"Mortality Test Data"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.9"	"14003"	"7635"	"6592"	"5731"	"97"	"861"	"106906216"	"0.86938713592233"	"0.983356211393274"	"0.926371673657802"	"0.258790794467163"
"Mortality Test Data"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.85"	"14003"	"7635"	"6592"	"6077"	"395"	"515"	"106905918"	"0.921875"	"0.938967861557478"	"0.930421430778739"	"0.258790794467163"
"Mortality Test Data"	"Optimal Parameter choice (RSM)"	"1"	"1"	"500"	"0.8"	"14003"	"7635"	"6592"	"6254"	"1770"	"338"	"106904543"	"0.94872572815534"	"0.779411764705882"	"0.864068746430611"	"0.258790794467163"
"Mortality Test Data"	"Optimal Parameter choice (RF)"	"1"	"17"	"500"	"1"	"14003"	"7635"	"6592"	"5172"	"22"	"1420"	"106906291"	"0.784587378640777"	"0.995764343473238"	"0.890175861057008"	"0.0424615781689195"
"Mortality Test Data"	"Optimal Parameter choice (RF)"	"1"	"17"	"500"	"0.95"	"14003"	"7635"	"6592"	"5414"	"51"	"1178"	"106906262"	"0.82129854368932"	"0.990667886550778"	"0.905983215120049"	"0.0424615781689195"
"Mortality Test Data"	"Optimal Parameter choice (RF)"	"1"	"17"	"500"	"0.9"	"14003"	"7635"	"6592"	"6001"	"330"	"591"	"106905983"	"0.910345873786408"	"0.947875533091139"	"0.929110703438773"	"0.0424615781689195"
"Mortality Test Data"	"Optimal Parameter choice (RF)"	"1"	"17"	"500"	"0.85"	"14003"	"7635"	"6592"	"6270"	"2496"	"322"	"106903817"	"0.951152912621359"	"0.715263518138262"	"0.83320821537981"	"0.0424615781689195"
"Mortality Test Data"	"Optimal Parameter choice (RF)"	"1"	"17"	"500"	"0.8"	"14003"	"7635"	"6592"	"6410"	"16863"	"182"	"106889450"	"0.972390776699029"	"0.275426459846174"	"0.623908618272601"	"0.0424615781689195"
"Mortality Test Data"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"1"	"14003"	"7635"	"6592"	"5001"	"11"	"1591"	"106906302"	"0.758646844660194"	"0.99780526735834"	"0.878226056009267"	"0.0826608114061937"
"Mortality Test Data"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.95"	"14003"	"7635"	"6592"	"5082"	"13"	"1510"	"106906300"	"0.770934466019418"	"0.997448478900883"	"0.88419147246015"	"0.0826608114061937"
"Mortality Test Data"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.9"	"14003"	"7635"	"6592"	"5447"	"24"	"1145"	"106906289"	"0.826304611650485"	"0.995613233412539"	"0.910958922531512"	"0.0826608114061937"
"Mortality Test Data"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.85"	"14003"	"7635"	"6592"	"6003"	"44"	"589"	"106906269"	"0.91064927184466"	"0.992723664627088"	"0.951686468235874"	"0.0826608114061937"
"Mortality Test Data"	"Optimal Parameter choice (NN)"	"2"	"30"	"500"	"0.8"	"14003"	"7635"	"6592"	"6371"	"254"	"221"	"106906059"	"0.966474514563107"	"0.961660377358491"	"0.964067445960799"	"0.0826608114061937"
