data	type	q	k	i	l	Tani	Fmeasure	filesizeA	filesizeB	meanentropy	meanengrams	sdgrams	skew	ginicoefficient	ginicoefficientqgrams	errorestimation	missingamount	hammingweight	uniqueness	sduniqueness	meanmissing	missingamount.1	uniquepatternsA	uniquepatternsB	m	u
Mortality Test Data	CLK	1	1	1	500	0.9	0.942478553921569	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	17.36122411804	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	2	1	500	0.9	0.943611105047153	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	34.0551946080515	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	3	1	500	0.9	0.939474535627284	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	48.565972433056	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	4	1	500	0.9	0.938833610774818	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	65.097212945534	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	5	1	500	0.9	0.937065822634844	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	78.8642297650131	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	6	1	500	0.9	0.94118411927878	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	94.4253445867994	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	7	1	500	0.9	0.934734667784081	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	107.594389458984	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	8	1	500	0.9	0.940589826839827	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	121.29218531787	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	9	1	500	0.9	0.938770933014354	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	133.20013358431	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	10	1	500	0.9	0.9462662821386	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	147.246584492076	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	11	1	500	0.9	0.942281626506024	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	158.093083975955	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	12	1	500	0.9	0.940494063506185	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	174.308397595482	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	13	1	500	0.9	0.931940601945003	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	183.334264375493	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	14	1	500	0.9	0.930850509012016	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	190.421458497784	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	15	1	500	0.9	0.933719421986998	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	202.271358309551	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
Mortality Test Data	CLK	1	16	1	500	0.9	0.932888055351006	14003	2466	0.554023622557248	22.5505248875241	2.89346874528674	1.09375358220883	0.447685682616845	0.447984828870067	20.0786026200873	8	210.741635800595	0.725108829130788	0.0758928328312678	0.000571306148682425	8	13999	2466	2.65620975710245e-05	0.999973437902429
